HOG	OG	Gene Tree Parent Clade	AaegyptiLVP_AGWG	Aalbopictus_AalbF5	AdirusWRAIR2	AfunestusAfunGA1	AgambiaePEST	AminimusMINIMUS1	AsinensisChina	AstephensiUCISS2018	CquinquefasciatusJHB2020	LlongipalpisASM
N5.HOG0000028	OG0000001	n76	AAEL021691, AAEL008966, AAEL029088, AAEL022679, AAEL008979, AAEL008978, AAEL024338, AAEL008971	LOC109403106, LOC109399495, LOC109399494								
N5.HOG0000029	OG0000001	n103	AAEL029080	LOC109399504, LOC109399503, LOC115270447, LOC109399506, LOC109404363								
N5.HOG0000030	OG0000001	n108	AAEL029123, AAEL008975, AAEL015280	LOC109399502, LOC109399498, LOC109399497, LOC109404357, LOC134288245								
N5.HOG0000031	OG0000001	n115	AAEL014770, AAEL029092									
N5.HOG0000032	OG0000001	n116	AAEL009007, AAEL009000, AAEL027622, AAEL008984	LOC109404353								
N5.HOG0000033	OG0000001	n120	AAEL000665	LOC109425906								
N5.HOG0000034	OG0000001	n123	AAEL015503	LOC109433067								
N5.HOG0000035	OG0000001	n125	AAEL014977	LOC109403100								
N5.HOG0000036	OG0000001	n126	AAEL008990	LOC109403138								
N5.HOG0000037	OG0000001	n168	AAEL025577	LOC115270371								
N5.HOG0000038	OG0000002	n3	AAEL014891	LOC109623203								
N5.HOG0000039	OG0000002	n38	AAEL014893	LOC115269310, LOC109623208								
N5.HOG0000040	OG0000002	n41	AAEL014890	LOC115269311								
N5.HOG0000041	OG0000002	n66	AAEL009127	LOC109421559								
N5.HOG0000042	OG0000002	n91	AAEL009128, AAEL017297, AAEL009117, AAEL009125	LOC109409168								
N5.HOG0000043	OG0000002	n111	AAEL010151	LOC109398259								
N5.HOG0000044	OG0000002	n112	AAEL010158	LOC109398237								
N5.HOG0000045	OG0000002	n123	AAEL009137	LOC109421551								
N5.HOG0000046	OG0000002	n124	AAEL009133	LOC109409211								
N5.HOG0000047	OG0000002	n125	AAEL009122	LOC109409210								
N5.HOG0000048	OG0000002	n130	AAEL017539	LOC109425972								
N5.HOG0000049	OG0000002	n158	AAEL017556	LOC109421555								
N5.HOG0000050	OG0000002	n159	AAEL009138	LOC109421477								
N5.HOG0000051	OG0000002	n161	AAEL009121	LOC109421549								
N5.HOG0000052	OG0000002	n165	AAEL009124	LOC109409164								
N5.HOG0000053	OG0000002	n166	AAEL009126	LOC109421553								
N5.HOG0000054	OG0000003	n2		LOC134283927, LOC134285071, LOC134291347, LOC134291564, LOC134287398, LOC109420339								
N5.HOG0000055	OG0000003	n14		LOC109406993								
N5.HOG0000056	OG0000003	n18		LOC109398012, LOC134292231								
N5.HOG0000057	OG0000003	n20		LOC134288454, LOC134289457								
N5.HOG0000058	OG0000003	n22		LOC134286445, LOC134287999								
N5.HOG0000059	OG0000003	n29		LOC134286363, LOC134288671, LOC115270324, LOC134288876								
N5.HOG0000060	OG0000003	n33		LOC134290976, LOC134287605, LOC134289663, LOC134290825, LOC134284111, LOC134290821								
N5.HOG0000061	OG0000003	n45		LOC134288869								
N5.HOG0000062	OG0000003	n49		LOC134290846								
N5.HOG0000063	OG0000003	n50		LOC134288099, LOC134288468								
N5.HOG0000064	OG0000003	n53		LOC134291714, LOC115258749, LOC134287556, LOC115256440								
N5.HOG0000065	OG0000003	n57		LOC134286452, LOC134286336								
N5.HOG0000066	OG0000003	n58		LOC115259248								
N5.HOG0000067	OG0000003	n59		LOC134288074, LOC134288660, LOC134290802, LOC134286847, LOC134289596, LOC109404776								
N5.HOG0000068	OG0000003	n65		LOC134285406, LOC134288128								
N5.HOG0000069	OG0000003	n66		LOC115260714, LOC134284100								
N5.HOG0000070	OG0000003	n80		LOC134288397								
N5.HOG0000071	OG0000003	n83		LOC134284661								
N5.HOG0000072	OG0000003	n84		LOC109425569, LOC115269856, LOC134289785, LOC134290234, LOC115259186, LOC109401733								
N5.HOG0000073	OG0000003	n95		LOC134287668, LOC134290869, LOC134286416, LOC134290695, LOC134287787, LOC134284039, LOC134284958, LOC109398612, LOC134287950, LOC134284742, LOC134288900, LOC134286312, LOC134290579, LOC134287532, LOC134286006, LOC134291858, LOC134290045								
N5.HOG0000074	OG0000003	n113		LOC134285622, LOC134286328								
N5.HOG0000075	OG0000003	n115		LOC134290508, LOC115268916, LOC134287570, LOC134286687, LOC134290952, LOC134285216, LOC134285947								
N5.HOG0000076	OG0000003	n124		LOC134287672								
N5.HOG0000077	OG0000003	n129		LOC134289020, LOC134290384, LOC134286371, LOC134286175, LOC134290947, LOC115267362, LOC134289555, LOC134287087, LOC115254827								
N5.HOG0000078	OG0000003	n141		LOC134288203, LOC115259988								
N5.HOG0000079	OG0000004	n16		LOC115255836, LOC115262910, LOC115261255, LOC115263152, LOC115263804, LOC134286849, LOC115261266, LOC115261594, LOC134284554								
N5.HOG0000080	OG0000004	n32	AAEL015682	LOC109398605, LOC109398661								
N5.HOG0000081	OG0000004	n38		LOC115264627, LOC115264619, LOC115264618, LOC115264613, LOC115264602, LOC109420134, LOC109420130, LOC109420106, LOC109431202, LOC109420103								
N5.HOG0000082	OG0000004	n79	AAEL022865, AAEL024711, AAEL026969									
N5.HOG0000083	OG0000004	n101	AAEL022390	LOC134290285, LOC134284595								
N5.HOG0000084	OG0000004	n103	AAEL021983	LOC109404521								
N5.HOG0000085	OG0000004	n104	AAEL021223	LOC115255202								
N5.HOG0000086	OG0000004	n111	AAEL021358, AAEL023016, AAEL023479, AAEL023589	LOC134284571								
N5.HOG0000087	OG0000004	n115	AAEL023305	LOC109397482								
N5.HOG0000088	OG0000004	n121	AAEL023817, AAEL024024	LOC134284418, LOC134284568, LOC134284569, LOC134284572, LOC134284567, LOC134284565, LOC134284431, LOC115270078, LOC134284417								
N5.HOG0000089	OG0000004	n131	AAEL021297, AAEL022550	LOC115255208, LOC115270068, LOC115270065, LOC115270075, LOC134284566, LOC134284570, LOC134284423, LOC115267256								
N5.HOG0000090	OG0000004	n140	AAEL020030	LOC115255183								
N5.HOG0000091	OG0000004	n141	AAEL020426	LOC109397487								
N5.HOG0000092	OG0000005	n1	AAEL020911, AAEL027845, AAEL028154, AAEL025825, AAEL022644, AAEL022528, AAEL027710, AAEL024313, AAEL027993, AAEL026417, AAEL020211, AAEL020600, AAEL018018, AAEL020420, AAEL029060, AAEL021037, AAEL024765, AAEL021663, AAEL021599	LOC134284592								
N5.HOG0000093	OG0000005	n29	AAEL020343, AAEL026864									
N5.HOG0000094	OG0000005	n38	AAEL027063									
N5.HOG0000095	OG0000005	n55	AAEL023870									
N5.HOG0000096	OG0000005	n62	AAEL027441, AAEL020713, AAEL021448, AAEL020514, AAEL020730, AAEL020395, AAEL020912, AAEL020951, AAEL021271, AAEL021472, AAEL021537, AAEL021707, AAEL028019, AAEL024277, AAEL024514, AAEL026916, AAEL024999, AAEL021726, AAEL028199, AAEL024832, AAEL026982, AAEL025166, AAEL028040, AAEL023925, AAEL027679, AAEL027391, AAEL026342, AAEL023688, AAEL025522, AAEL027502, AAEL023340, AAEL025688, AAEL023726, AAEL023154, AAEL022883, AAEL022311, AAEL022412, AAEL023138, AAEL022323, AAEL022210, AAEL021937, AAEL022047, AAEL025009, AAEL025480, AAEL026667, AAEL026360, AAEL025273, AAEL026951, AAEL025372, AAEL027250, AAEL024969, AAEL025262, AAEL026653, AAEL026204, AAEL023927	LOC109413299, LOC134284557, LOC134284427, LOC134284558, LOC115255201, LOC134284413, LOC115270053, LOC134284559, LOC109397491, LOC134284561, LOC134284412, LOC109397473, LOC115270063, LOC115270066, LOC115270073, LOC134284555, LOC115270082, LOC134284422, LOC109407175, LOC109404569, LOC134284560, LOC134284414, LOC134284556, LOC109397475								
N5.HOG0000097	OG0000005	n140	AAEL026631	LOC109621646								
N5.HOG0000098	OG0000006	n14	AAEL019665									
N5.HOG0000099	OG0000006	n18	AAEL025985, AAEL013375	LOC134287667, LOC134284060								
N5.HOG0000100	OG0000006	n21	AAEL024806, AAEL022442	LOC134287526, LOC134285602, LOC134287214								
N5.HOG0000101	OG0000006	n27		LOC134285105								
N5.HOG0000102	OG0000006	n40		LOC134288141, LOC134291130								
N5.HOG0000103	OG0000006	n50	AAEL026752	LOC134291131								
N5.HOG0000104	OG0000008	n30	AAEL014617, AAEL014613	LOC109426418, LOC134289744								
N5.HOG0000105	OG0000008	n34	AAEL014615	LOC109426424								
N5.HOG0000106	OG0000008	n36		LOC109403928, LOC134289746, LOC109426415, LOC134291979								
N5.HOG0000107	OG0000008	n43	AAEL014603, AAEL014610	LOC134291978								
N5.HOG0000108	OG0000008	n45	AAEL029064, AAEL014609, AAEL017366	LOC134291018, LOC109403845, LOC109426416								
N5.HOG0000109	OG0000008	n52	AAEL002638	LOC109433244								
N5.HOG0000110	OG0000008	n53	AAEL002633	LOC109424185, LOC115258886								
N5.HOG0000111	OG0000008	n61	AAEL014619	LOC109403897, LOC109426422								
N5.HOG0000112	OG0000008	n63	AAEL019603	LOC115254008								
N5.HOG0000113	OG0000008	n87	AAEL006795	LOC109403786								
N5.HOG0000114	OG0000008	n100	AAEL014605	LOC109403754								
N5.HOG0000115	OG0000008	n101	AAEL014614	LOC109426407								
N5.HOG0000116	OG0000008	n105	AAEL006815	LOC109426413								
N5.HOG0000117	OG0000008	n106	AAEL006784	LOC109426414								
N5.HOG0000118	OG0000008	n108	AAEL006805	LOC109403795, LOC109426411								
N5.HOG0000119	OG0000008	n110	AAEL028635	LOC109426410								
N5.HOG0000120	OG0000008	n111	AAEL014618	LOC109426408								
N5.HOG0000121	OG0000008	n116	AAEL014604	LOC109426420								
N5.HOG0000122	OG0000008	n117	AAEL019504	LOC134283913								
N5.HOG0000123	OG0000009	n14	AAEL020927									
N5.HOG0000124	OG0000009	n17		LOC109621765, LOC115263837, LOC115262868, LOC134287304, LOC115261271, LOC115261264, LOC115263330								
N5.HOG0000125	OG0000009	n24		LOC109404502								
N5.HOG0000126	OG0000009	n27	AAEL020601									
N5.HOG0000127	OG0000009	n32	AAEL012499	LOC109405821								
N5.HOG0000128	OG0000009	n34	AAEL003706, AAEL003687									
N5.HOG0000129	OG0000009	n36		LOC115264628								
N5.HOG0000130	OG0000009	n38	AAEL003669									
N5.HOG0000131	OG0000009	n71		LOC115253798								
N5.HOG0000132	OG0000009	n72	AAEL022062, AAEL021518, AAEL022584, AAEL020050	LOC115270076, LOC109404534, LOC109431220								
N5.HOG0000133	OG0000009	n81	AAEL020348	LOC134284429								
N5.HOG0000134	OG0000009	n94		LOC134284430								
N5.HOG0000135	OG0000009	n96	AAEL022197									
N5.HOG0000136	OG0000009	n106	AAEL021347, AAEL021778, AAEL021459	LOC134284416, LOC115254131, LOC115255182								
N5.HOG0000137	OG0000009	n114		LOC109621651								
N5.HOG0000138	OG0000009	n115		LOC109397481								
N5.HOG0000139	OG0000009	n116	AAEL007005	LOC109404592								
N5.HOG0000140	OG0000010	n3	AAEL008218	LOC109432023								
N5.HOG0000141	OG0000010	n17	AAEL008217	LOC115265384								
N5.HOG0000142	OG0000010	n19		LOC109409744								
N5.HOG0000143	OG0000010	n24	AAEL008208, AAEL008207	LOC109432002, LOC109431992								
N5.HOG0000144	OG0000010	n27	AAEL023597, AAEL008221	LOC115265379								
N5.HOG0000145	OG0000010	n29	AAEL008206	LOC109432055								
N5.HOG0000146	OG0000010	n102	AAEL008212	LOC109432112, LOC109432077								
N5.HOG0000147	OG0000011	n10	AAEL025558									
N5.HOG0000148	OG0000011	n17	AAEL021195	LOC109411313								
N5.HOG0000149	OG0000011	n30	AAEL021283	LOC109397937								
N5.HOG0000150	OG0000011	n31	AAEL010552	LOC109429729								
N5.HOG0000151	OG0000011	n32	AAEL025406, AAEL021887, AAEL021662, AAEL024659, AAEL022308, AAEL024610	LOC109429746, LOC115266488, LOC109397936								
N5.HOG0000152	OG0000011	n40	AAEL023218, AAEL028146, AAEL023858	LOC115262102, LOC109408539, LOC109408562, LOC109429602								
N5.HOG0000153	OG0000012	n2	AAEL006158									
N5.HOG0000154	OG0000012	n9	AAEL027861	LOC109413799								
N5.HOG0000155	OG0000012	n21	AAEL009284	LOC109409461								
N5.HOG0000156	OG0000012	n22	AAEL009296	LOC109409491								
N5.HOG0000157	OG0000012	n47	AAEL020629, AAEL020985, AAEL020370	LOC134292035								
N5.HOG0000158	OG0000012	n50	AAEL021821	LOC134288780								
N5.HOG0000159	OG0000012	n65	AAEL022066, AAEL021946, AAEL021903	LOC134284526								
N5.HOG0000160	OG0000012	n73	AAEL021049, AAEL003685, AAEL021142	LOC134284428								
N5.HOG0000161	OG0000012	n76	AAEL020763, AAEL019635, AAEL021601, AAEL021182, AAEL021205									
N5.HOG0000162	OG0000012	n80	AAEL012072	LOC115255203								
N5.HOG0000163	OG0000012	n81	AAEL021161	LOC115264617								
N5.HOG0000164	OG0000012	n82	AAEL020810	LOC115258846								
N5.HOG0000165	OG0000012	n83	AAEL021754	LOC115270054								
N5.HOG0000166	OG0000012	n94	AAEL011424	LOC134289521								
N5.HOG0000167	OG0000013	n9	AAEL009791, AAEL009790, AAEL020010, AAEL009802	LOC109411041, LOC115268685, LOC109398584								
N5.HOG0000168	OG0000013	n15	AAEL009783, AAEL009788, AAEL009803	LOC109411057, LOC109398582								
N5.HOG0000169	OG0000013	n21	AAEL015363	LOC109411037								
N5.HOG0000170	OG0000013	n22	AAEL009793	LOC109398594								
N5.HOG0000171	OG0000013	n23	AAEL009807	LOC115264164								
N5.HOG0000172	OG0000013	n25	AAEL009796	LOC109411043								
N5.HOG0000173	OG0000013	n26	AAEL009784, AAEL009801	LOC109398585								
N5.HOG0000174	OG0000013	n28	AAEL015163	LOC109411044								
N5.HOG0000175	OG0000013	n52	AAEL023763, AAEL002110	LOC109429135								
N5.HOG0000176	OG0000013	n60	AAEL002099	LOC109409015								
N5.HOG0000177	OG0000013	n81	AAEL026306, AAEL027846, AAEL028212	LOC109409017								
N5.HOG0000178	OG0000013	n84	AAEL002092	LOC109429134								
N5.HOG0000179	OG0000014	n10	AAEL003156	LOC109621611, LOC109400072								
N5.HOG0000180	OG0000014	n16	AAEL007942	LOC109426996								
N5.HOG0000181	OG0000014	n18	AAEL020192	LOC109419319								
N5.HOG0000182	OG0000014	n37	AAEL011007	LOC134287244, LOC134284611, LOC115263125, LOC109403796, LOC134284614, LOC134284612, LOC134284613, LOC109416944, LOC109430246								
N5.HOG0000183	OG0000015	n22		LOC109428787								
N5.HOG0000184	OG0000015	n25	AAEL010677									
N5.HOG0000185	OG0000015	n38	AAEL010671	LOC109401312								
N5.HOG0000186	OG0000015	n68	AAEL017179	LOC109399647								
N5.HOG0000187	OG0000015	n78	AAEL007669, AAEL029052	LOC109400779, LOC115267833, LOC109400783, LOC115267832, LOC109400782								
N5.HOG0000188	OG0000015	n84	AAEL017320	LOC109399572, LOC109400780								
N5.HOG0000189	OG0000015	n86	AAEL017302	LOC109400781, LOC109399573, LOC115265241								
N5.HOG0000190	OG0000015	n89	AAEL001461	LOC109403546, LOC109422912								
N5.HOG0000191	OG0000015	n91	AAEL017452	LOC109399576, LOC115267834								
N5.HOG0000192	OG0000016	n50	AAEL010202	LOC134284486, LOC134284488, LOC134284487								
N5.HOG0000193	OG0000016	n53	AAEL013712, AAEL010196	LOC134284484, LOC134284485								
N5.HOG0000194	OG0000016	n60	AAEL013703	LOC134284267								
N5.HOG0000195	OG0000016	n64	AAEL007601, AAEL023729, AAEL013715	LOC134284491, LOC134284266, LOC134284489, LOC134284490								
N5.HOG0000196	OG0000016	n70	AAEL012852	LOC109397098								
N5.HOG0000197	OG0000016	n72	AAEL006425	LOC109407316								
N5.HOG0000198	OG0000016	n83	AAEL007818	LOC109411296								
N5.HOG0000199	OG0000016	n88	AAEL004996	LOC109622023								
N5.HOG0000200	OG0000017	n4	AAEL003846	LOC115255204, LOC115264603, LOC115255220, LOC115261269, LOC115254888, LOC115270071								
N5.HOG0000201	OG0000017	n16	AAEL003689									
N5.HOG0000202	OG0000017	n17	AAEL021540	LOC109420140								
N5.HOG0000203	OG0000017	n29	AAEL021577	LOC115264614								
N5.HOG0000204	OG0000017	n51	AAEL020506, AAEL021628, AAEL020517, AAEL020976, AAEL020216	LOC109431229, LOC109404554								
N5.HOG0000205	OG0000017	n64	AAEL020914	LOC115264622								
N5.HOG0000206	OG0000017	n67	AAEL021529	LOC109397483								
N5.HOG0000207	OG0000017	n68	AAEL021405	LOC115264629								
N5.HOG0000208	OG0000017	n70	AAEL000517									
N5.HOG0000209	OG0000017	n71	AAEL003673	LOC109431226								
N5.HOG0000210	OG0000017	n72		LOC109431205								
N5.HOG0000211	OG0000017	n73	AAEL021516									
N5.HOG0000212	OG0000017	n74	AAEL021956	LOC115270064								
N5.HOG0000213	OG0000017	n75	AAEL021604									
N5.HOG0000214	OG0000017	n77	AAEL013709	LOC115261275								
N5.HOG0000215	OG0000017	n78	AAEL020831									
N5.HOG0000216	OG0000017	n79		LOC109407174								
N5.HOG0000217	OG0000017	n80		LOC109420100								
N5.HOG0000218	OG0000017	n84	AAEL021350									
N5.HOG0000219	OG0000017	n85	AAEL020032	LOC109397470								
N5.HOG0000220	OG0000018	n11	AAEL018005, AAEL025919, AAEL023550, AAEL022469	LOC115257567, LOC115255481								
N5.HOG0000221	OG0000018	n16	AAEL027321, AAEL024352, AAEL023264	LOC115259833								
N5.HOG0000222	OG0000018	n19	AAEL022185, AAEL022664	LOC115255035, LOC109417501, LOC115261637								
N5.HOG0000223	OG0000018	n24		LOC109621615								
N5.HOG0000224	OG0000018	n26	AAEL023871, AAEL018047	LOC109414562								
N5.HOG0000225	OG0000018	n29	AAEL025777, AAEL024340, AAEL020545, AAEL026872, AAEL026850, AAEL012477, AAEL021374									
N5.HOG0000226	OG0000018	n36		LOC134287442								
N5.HOG0000227	OG0000018	n39		LOC115256715								
N5.HOG0000228	OG0000018	n72	AAEL020762, AAEL026324	LOC115260339								
N5.HOG0000229	OG0000019	n6		LOC134289860, LOC134289648, LOC134289865, LOC134287569, LOC134290246, LOC134286922, LOC134290119, LOC134290688, LOC134286092, LOC134291950, LOC134290497, LOC134286074, LOC134290146, LOC134286938, LOC134289657, LOC134286035, LOC134290114, LOC134288517, LOC134290225, LOC134286676, LOC134286375, LOC134288519, LOC134290224, LOC134290941, LOC134290903								
N5.HOG0000230	OG0000019	n59		LOC134290461								
N5.HOG0000231	OG0000019	n68		LOC134290048, LOC134286534, LOC134290052, LOC134290129, LOC134291041, LOC134290401								
N5.HOG0000232	OG0000019	n74		LOC134289481, LOC134288699, LOC134288992, LOC134286273, LOC134289517								
N5.HOG0000233	OG0000019	n82		LOC134290831, LOC134291988								
N5.HOG0000234	OG0000020	n1	AAEL029084, AAEL029082									
N5.HOG0000235	OG0000020	n5	AAEL008681	LOC109406040								
N5.HOG0000236	OG0000021	n4	AAEL004631	LOC109404004								
N5.HOG0000237	OG0000021	n10	AAEL001673	LOC115267287								
N5.HOG0000238	OG0000021	n20	AAEL011197	LOC115253654								
N5.HOG0000239	OG0000021	n29	AAEL004616	LOC109432057								
N5.HOG0000240	OG0000021	n40	AAEL001928	LOC109412626								
N5.HOG0000241	OG0000021	n49	AAEL009451	LOC109432714								
N5.HOG0000242	OG0000021	n56	AAEL001951	LOC109412625								
N5.HOG0000243	OG0000021	n64	AAEL005964	LOC109401551								
N5.HOG0000244	OG0000021	n73	AAEL005961	LOC109412623								
N5.HOG0000245	OG0000022	n1		LOC134286901, LOC134286797								
N5.HOG0000246	OG0000022	n9		LOC134286212, LOC134286359, LOC134285118, LOC134286958								
N5.HOG0000247	OG0000022	n23		LOC134290726								
N5.HOG0000248	OG0000022	n30		LOC134284928, LOC134286095, LOC109417500								
N5.HOG0000249	OG0000022	n37		LOC134290725								
N5.HOG0000250	OG0000022	n46		LOC115255489, LOC134289564, LOC134290968, LOC134286970, LOC134286246, LOC134291721, LOC134286728, LOC134284532, LOC134284533, LOC134284534, LOC134284537, LOC134291750, LOC134290772, LOC134286142, LOC134286923								
N5.HOG0000251	OG0000022	n65		LOC134290359, LOC134284635, LOC134290828, LOC134291592, LOC134284049, LOC134291500, LOC134285978, LOC134288710, LOC134287670, LOC134291910, LOC134285655								
N5.HOG0000252	OG0000023	n51	AAEL000351	LOC109400700, LOC109399437								
N5.HOG0000253	OG0000023	n53	AAEL029065	LOC115266810, LOC115266791								
N5.HOG0000254	OG0000023	n58	AAEL021993, AAEL000379									
N5.HOG0000255	OG0000023	n63	AAEL000323	LOC109400762								
N5.HOG0000256	OG0000023	n65		LOC109399431, LOC109400704, LOC115270033								
N5.HOG0000257	OG0000023	n68	AAEL024983	LOC109400701, LOC109400768								
N5.HOG0000258	OG0000024	n2	AAEL006157	LOC109421858, LOC109413809								
N5.HOG0000259	OG0000024	n16	AAEL010380	LOC109408695								
N5.HOG0000260	OG0000024	n17	AAEL017311	LOC109408675								
N5.HOG0000261	OG0000024	n20	AAEL010367	LOC109403004								
N5.HOG0000262	OG0000024	n22	AAEL024680	LOC109408692								
N5.HOG0000263	OG0000024	n31	AAEL010384	LOC109408663								
N5.HOG0000264	OG0000024	n47	AAEL010370	LOC134284686								
N5.HOG0000265	OG0000024	n49	AAEL010382	LOC109408662								
N5.HOG0000266	OG0000024	n52	AAEL026787	LOC109408659								
N5.HOG0000267	OG0000025	n1		LOC134286324, LOC134286331								
N5.HOG0000268	OG0000025	n7		LOC134291310, LOC134284801, LOC115269020, LOC134290139, LOC134289195, LOC134290425, LOC134290589								
N5.HOG0000269	OG0000025	n16		LOC134288310, LOC134290912, LOC134290441								
N5.HOG0000270	OG0000025	n42		LOC134290435								
N5.HOG0000271	OG0000025	n43		LOC134286094, LOC134286793								
N5.HOG0000272	OG0000025	n47		LOC134290577, LOC134286864, LOC134289916, LOC134286889, LOC134290584, LOC134284395, LOC134287511, LOC134286775, LOC134286198, LOC134291886, LOC134286947, LOC134286572, LOC134290440, LOC134290236, LOC134286498, LOC134291011, LOC134290597, LOC134286599, LOC134286662, LOC134290907, LOC134289411, LOC134290516, LOC134290258, LOC134286953								
N5.HOG0000273	OG0000026	n5	AAEL013496, AAEL013501									
N5.HOG0000274	OG0000026	n18	AAEL013493	LOC109423856								
N5.HOG0000275	OG0000026	n27	AAEL015116, AAEL015113	LOC115270199								
N5.HOG0000276	OG0000026	n41	AAEL013492	LOC115269863, LOC109423857								
N5.HOG0000277	OG0000026	n56	AAEL011763	LOC109431713								
N5.HOG0000278	OG0000026	n57	AAEL011764	LOC115267476								
N5.HOG0000279	OG0000026	n58	AAEL020579	LOC115260125								
N5.HOG0000280	OG0000026	n65	AAEL014544	LOC109622447								
N5.HOG0000281	OG0000027	n11	AAEL012642	LOC109398505								
N5.HOG0000282	OG0000027	n13	AAEL012648	LOC109406559								
N5.HOG0000283	OG0000027	n14	AAEL012653	LOC109406548								
N5.HOG0000284	OG0000027	n21	AAEL015254	LOC109406550								
N5.HOG0000285	OG0000027	n22	AAEL015252	LOC109406555								
N5.HOG0000286	OG0000027	n37	AAEL012641	LOC109406551								
N5.HOG0000287	OG0000027	n44	AAEL012649	LOC109398494								
N5.HOG0000288	OG0000027	n47	AAEL012646	LOC109417369, LOC109417371, LOC109398522								
N5.HOG0000289	OG0000027	n57	AAEL012652, AAEL012645, AAEL027171	LOC109398512, LOC109398504, LOC109406556, LOC109398492								
N5.HOG0000290	OG0000027	n65	AAEL012651, AAEL025465	LOC109406557, LOC109406553								
N5.HOG0000291	OG0000027	n71	AAEL012644	LOC109417368								
N5.HOG0000292	OG0000027	n73	AAEL012650	LOC115262615								
N5.HOG0000293	OG0000027	n74	AAEL012647	LOC115262616								
N5.HOG0000294	OG0000028	n7		LOC109427450, LOC115257043, LOC134284298								
N5.HOG0000295	OG0000028	n10		LOC109426869, LOC109433030, LOC109424566, LOC134286544, LOC134291545, LOC134289483, LOC134288560, LOC109406081, LOC134288791, LOC134290864, LOC134290502, LOC134288289, LOC109430877								
N5.HOG0000296	OG0000028	n25		LOC134286830								
N5.HOG0000297	OG0000028	n27		LOC134288004, LOC134286665, LOC134285471, LOC134285390, LOC134290734								
N5.HOG0000298	OG0000028	n33		LOC134286224								
