HOG	OG	Gene Tree Parent Clade	AaegyptiLVP_AGWG	Aalbopictus_AalbF5	AdirusWRAIR2	AfunestusAfunGA1	AgambiaePEST	AminimusMINIMUS1	AsinensisChina	AstephensiUCISS2018	CquinquefasciatusJHB2020	LlongipalpisASM
N7.HOG0000048	OG0000004	n76				AFUN2_012616						
N7.HOG0000049	OG0000004	n77				AFUN2_009887				ASTEI20_037387		
N7.HOG0000050	OG0000004	n78				AFUN2_009657				ASTEI20_032097		
N7.HOG0000051	OG0000005	n29				AFUN2_007230, AFUN2_004842		AMIN005016		ASTEI20_042070, ASTEI20_038750, ASTEI20_037103		
N7.HOG0000052	OG0000005	n38				AFUN2_000892, AFUN2_006367, AFUN2_013793, AFUN2_005075, AFUN2_011723, AFUN2_003443				ASTEI20_035251, ASTEI20_045538, ASTEI20_043597, ASTEI20_043060, ASTEI20_044767, ASTEI20_032804		
N7.HOG0000053	OG0000006	n14						AMIN002115				
N7.HOG0000054	OG0000006	n27				AFUN2_007708, AFUN2_009331		AMIN006479		ASTEI20_034072, ASTEI20_044124, ASTEI20_040743, ASTEI20_032093, ASTEI20_044334, ASTEI20_044113, ASTEI20_036967, ASTEI20_041540, ASTEI20_038144		
N7.HOG0000055	OG0000006	n40				AFUN2_001908, AFUN2_009118, AFUN2_013138				ASTEI20_037811, ASTEI20_032286, ASTEI20_034295, ASTEI20_045632, ASTEI20_037568		
N7.HOG0000056	OG0000006	n56				AFUN2_004254		AMIN000978		ASTEI20_037125		
N7.HOG0000057	OG0000006	n65				AFUN2_010056		AMIN009886				
N7.HOG0000058	OG0000006	n74				AFUN2_009779, AFUN2_004691, AFUN2_012399, AFUN2_001067, AFUN2_005143, AFUN2_006094, AFUN2_004098				ASTEI20_032891, ASTEI20_037854		
N7.HOG0000059	OG0000006	n82				AFUN2_004010, AFUN2_002941, AFUN2_010235, AFUN2_000888, AFUN2_013493				ASTEI20_043019, ASTEI20_046077, ASTEI20_045058, ASTEI20_035134, ASTEI20_042782		
N7.HOG0000060	OG0000006	n91				AFUN2_014377, AFUN2_006096, AFUN2_009673, AFUN2_002143, AFUN2_005646						
N7.HOG0000061	OG0000006	n97				AFUN2_012202						
N7.HOG0000062	OG0000006	n100				AFUN2_013718, AFUN2_006489		AMIN005876		ASTEI20_034128		
N7.HOG0000063	OG0000006	n104				AFUN2_011586, AFUN2_007334, AFUN2_010102, AFUN2_005018, AFUN2_004255, AFUN2_011427, AFUN2_014532		AMIN004546, AMIN005875		ASTEI20_030984, ASTEI20_031059, ASTEI20_041710, ASTEI20_032630, ASTEI20_036489, ASTEI20_039912, ASTEI20_044414, ASTEI20_037300, ASTEI20_044854, ASTEI20_042709, ASTEI20_039653, ASTEI20_045153, ASTEI20_034435, ASTEI20_038259, ASTEI20_040228, ASTEI20_040458, ASTEI20_045604, ASTEI20_041451		
N7.HOG0000064	OG0000007	n6						AMIN016007				
N7.HOG0000065	OG0000007	n26				AFUN2_004043, AFUN2_006670				ASTEI20_031643		
N7.HOG0000066	OG0000007	n36				AFUN2_001709		AMIN008968		ASTEI20_035663		
N7.HOG0000067	OG0000007	n40				AFUN2_014614				ASTEI20_033805		
N7.HOG0000068	OG0000007	n46				AFUN2_009778		AMIN005434		ASTEI20_036392		
N7.HOG0000069	OG0000007	n53				AFUN2_001920		AMIN008211		ASTEI20_044422		
N7.HOG0000070	OG0000007	n63								ASTEI20_038493		
N7.HOG0000071	OG0000007	n67				AFUN2_011937		AMIN009331, AMIN009333, AMIN009332, AMIN009885		ASTEI20_041560		
N7.HOG0000072	OG0000007	n85				AFUN2_005862				ASTEI20_045006		
N7.HOG0000073	OG0000007	n87				AFUN2_011780				ASTEI20_033378		
N7.HOG0000074	OG0000007	n91				AFUN2_012023				ASTEI20_036188, ASTEI20_034296		
N7.HOG0000075	OG0000007	n97				AFUN2_007690, AFUN2_003406		AMIN008957		ASTEI20_039161		
N7.HOG0000076	OG0000007	n103				AFUN2_006859		AMIN016006		ASTEI20_043388		
N7.HOG0000077	OG0000007	n111						AMIN008960				
N7.HOG0000078	OG0000007	n116						AMIN008958				
N7.HOG0000079	OG0000007	n117				AFUN2_003170		AMIN008959		ASTEI20_040387		
N7.HOG0000080	OG0000008	n1				AFUN2_005813		AMIN005546		ASTEI20_031614		
N7.HOG0000081	OG0000008	n65				AFUN2_011626				ASTEI20_045981		
N7.HOG0000082	OG0000008	n73				AFUN2_014353, AFUN2_012060		AMIN006880, AMIN006881		ASTEI20_045188		
N7.HOG0000083	OG0000008	n85						AMIN006884				
N7.HOG0000084	OG0000008	n87				AFUN2_001736				ASTEI20_044670		
N7.HOG0000085	OG0000008	n93				AFUN2_010492				ASTEI20_031005		
N7.HOG0000086	OG0000009	n32				AFUN2_002572						
N7.HOG0000087	OG0000009	n72				AFUN2_007461						
N7.HOG0000088	OG0000009	n94				AFUN2_009063						
N7.HOG0000089	OG0000009	n96				AFUN2_011932						
N7.HOG0000090	OG0000009	n102				AFUN2_009447						
N7.HOG0000091	OG0000009	n115				AFUN2_014561						
N7.HOG0000092	OG0000010	n3				AFUN2_008829						
N7.HOG0000093	OG0000010	n10				AFUN2_000320				ASTEI20_038744		
N7.HOG0000094	OG0000010	n37				AFUN2_014109		AMIN016052		ASTEI20_038323		
N7.HOG0000095	OG0000010	n45				AFUN2_009560		AMIN016057		ASTEI20_041896		
N7.HOG0000096	OG0000010	n51						AMIN016054		ASTEI20_032085		
N7.HOG0000097	OG0000010	n56				AFUN2_009244		AMIN016053		ASTEI20_034511		
N7.HOG0000098	OG0000010	n64				AFUN2_008846				ASTEI20_045103, ASTEI20_045045		
N7.HOG0000099	OG0000010	n72				AFUN2_008281				ASTEI20_037148, ASTEI20_039539		
N7.HOG0000100	OG0000010	n80								ASTEI20_038929, ASTEI20_039292, ASTEI20_037439, ASTEI20_041154, ASTEI20_041324, ASTEI20_040759, ASTEI20_041054, ASTEI20_033362		
N7.HOG0000101	OG0000010	n88				AFUN2_001353, AFUN2_006534						
N7.HOG0000102	OG0000010	n90				AFUN2_002304, AFUN2_006559, AFUN2_012647						
N7.HOG0000103	OG0000010	n94				AFUN2_010091				ASTEI20_037332		
N7.HOG0000104	OG0000011	n2				AFUN2_011181		AMIN001659		ASTEI20_036542		
N7.HOG0000105	OG0000011	n12				AFUN2_008927		AMIN004643		ASTEI20_039975		
N7.HOG0000106	OG0000011	n17				AFUN2_000890		AMIN001662		ASTEI20_040335		
N7.HOG0000107	OG0000011	n67				AFUN2_006226, AFUN2_002927		AMIN009342		ASTEI20_040522, ASTEI20_033315, ASTEI20_039922, ASTEI20_042899		
N7.HOG0000108	OG0000011	n78				AFUN2_003622, AFUN2_009821				ASTEI20_037935, ASTEI20_034583, ASTEI20_039544, ASTEI20_039582, ASTEI20_040205		
N7.HOG0000109	OG0000011	n92				AFUN2_002952						
N7.HOG0000110	OG0000011	n94								ASTEI20_032335		
N7.HOG0000111	OG0000011	n96								ASTEI20_044907		
N7.HOG0000112	OG0000012	n2								ASTEI20_044217		
N7.HOG0000113	OG0000012	n9				AFUN2_005969						
N7.HOG0000114	OG0000012	n13				AFUN2_008516				ASTEI20_043553, ASTEI20_035093		
N7.HOG0000115	OG0000012	n24				AFUN2_003802						
N7.HOG0000116	OG0000012	n85				AFUN2_008107						
N7.HOG0000117	OG0000012	n88								ASTEI20_038389		
N7.HOG0000118	OG0000012	n93						AMIN015674				
N7.HOG0000119	OG0000012	n94						AMIN015676				
N7.HOG0000120	OG0000013	n35						AMIN003474		ASTEI20_044393		
N7.HOG0000121	OG0000013	n36						AMIN003475				
N7.HOG0000122	OG0000013	n38				AFUN2_000667		AMIN003476		ASTEI20_036070, ASTEI20_034401		
N7.HOG0000123	OG0000013	n52				AFUN2_002726				ASTEI20_042039		
N7.HOG0000124	OG0000013	n60				AFUN2_011275				ASTEI20_033404		
N7.HOG0000125	OG0000013	n66				AFUN2_004549, AFUN2_003503, AFUN2_006795		AMIN003883		ASTEI20_042237, ASTEI20_043320		
N7.HOG0000126	OG0000013	n85				AFUN2_014386				ASTEI20_034998, ASTEI20_034168		
N7.HOG0000127	OG0000014	n3				AFUN2_006975		AMIN009469		ASTEI20_035937		
N7.HOG0000128	OG0000014	n49				AFUN2_010356		AMIN011187		ASTEI20_030803		
N7.HOG0000129	OG0000014	n63				AFUN2_013192				ASTEI20_045732, ASTEI20_043799		
N7.HOG0000130	OG0000014	n66				AFUN2_003737				ASTEI20_033207		
N7.HOG0000131	OG0000014	n71						AMIN011445				
N7.HOG0000132	OG0000014	n74				AFUN2_003098, AFUN2_013474, AFUN2_002513, AFUN2_008438, AFUN2_003359, AFUN2_004329, AFUN2_005094, AFUN2_012908, AFUN2_008870, AFUN2_007912, AFUN2_012081, AFUN2_012747, AFUN2_001598				ASTEI20_037522, ASTEI20_042376		
N7.HOG0000133	OG0000014	n89				AFUN2_000713, AFUN2_001431				ASTEI20_038148, ASTEI20_041712		
N7.HOG0000134	OG0000015	n25				AFUN2_012161		AMIN010186		ASTEI20_036599, ASTEI20_042102, ASTEI20_045009, ASTEI20_045231		
N7.HOG0000135	OG0000015	n43				AFUN2_000980		AMIN015544		ASTEI20_044899		
N7.HOG0000136	OG0000015	n52				AFUN2_004072		AMIN015543		ASTEI20_031600		
N7.HOG0000137	OG0000015	n55				AFUN2_012163		AMIN015541		ASTEI20_037282		
N7.HOG0000138	OG0000015	n59				AFUN2_005101		AMIN015542				
N7.HOG0000139	OG0000015	n62				AFUN2_004396		AMIN010826		ASTEI20_034188		
N7.HOG0000140	OG0000016	n2				AFUN2_009580		AMIN008109				
N7.HOG0000141	OG0000016	n5				AFUN2_008470				ASTEI20_044818		
N7.HOG0000142	OG0000016	n26				AFUN2_011213				ASTEI20_031052		
N7.HOG0000143	OG0000016	n31				AFUN2_014654				ASTEI20_044106		
N7.HOG0000144	OG0000016	n33				AFUN2_011099				ASTEI20_037566		
N7.HOG0000145	OG0000016	n34				AFUN2_013263						
N7.HOG0000146	OG0000016	n36				AFUN2_014351				ASTEI20_040856		
N7.HOG0000147	OG0000016	n39				AFUN2_010177				ASTEI20_042351		
N7.HOG0000148	OG0000016	n76				AFUN2_004982		AMIN006761		ASTEI20_033956		
N7.HOG0000149	OG0000017	n4				AFUN2_003556, AFUN2_007093				ASTEI20_041579		
N7.HOG0000150	OG0000017	n16				AFUN2_006574						
N7.HOG0000151	OG0000017	n43				AFUN2_014268						
N7.HOG0000152	OG0000017	n51				AFUN2_008822		AMIN004079				
N7.HOG0000153	OG0000017	n64				AFUN2_002118		AMIN009236				
N7.HOG0000154	OG0000017	n72				AFUN2_005588						
N7.HOG0000155	OG0000017	n73				AFUN2_001925						
N7.HOG0000156	OG0000017	n75				AFUN2_006866						
N7.HOG0000157	OG0000017	n79				AFUN2_008959						
N7.HOG0000158	OG0000017	n80				AFUN2_000914		AMIN011507				
N7.HOG0000159	OG0000017	n85				AFUN2_003468						
N7.HOG0000160	OG0000018	n36				AFUN2_013059				ASTEI20_033285, ASTEI20_031707		
N7.HOG0000161	OG0000018	n43						AMIN004545		ASTEI20_045349		
N7.HOG0000162	OG0000018	n50				AFUN2_002966, AFUN2_011150						
N7.HOG0000163	OG0000018	n54				AFUN2_012475, AFUN2_011223, AFUN2_011876, AFUN2_008864						
N7.HOG0000164	OG0000018	n58				AFUN2_001299, AFUN2_006108, AFUN2_012164, AFUN2_009843		AMIN006661		ASTEI20_039025, ASTEI20_040652, ASTEI20_038491		
N7.HOG0000165	OG0000018	n68				AFUN2_001215						
N7.HOG0000166	OG0000018	n70				AFUN2_001911		AMIN009874				
N7.HOG0000167	OG0000018	n72				AFUN2_003667, AFUN2_014221, AFUN2_006909, AFUN2_000851		AMIN006478		ASTEI20_042175, ASTEI20_035312, ASTEI20_037388, ASTEI20_044061, ASTEI20_045497, ASTEI20_043074		
N7.HOG0000168	OG0000019	n3				AFUN2_003589						
N7.HOG0000169	OG0000019	n74				AFUN2_002117						
N7.HOG0000170	OG0000019	n82				AFUN2_003893						
N7.HOG0000171	OG0000020	n9				AFUN2_010799, AFUN2_008522, AFUN2_009055		AMIN008653, AMIN008654		ASTEI20_041350, ASTEI20_045487, ASTEI20_041417		
N7.HOG0000172	OG0000020	n19						AMIN008394		ASTEI20_041247		
N7.HOG0000173	OG0000020	n27				AFUN2_003121, AFUN2_013731, AFUN2_014147, AFUN2_010349, AFUN2_009403, AFUN2_012335		AMIN000732		ASTEI20_030966, ASTEI20_044090, ASTEI20_042722		
N7.HOG0000174	OG0000020	n42				AFUN2_001103, AFUN2_007911, AFUN2_001210, AFUN2_001831		AMIN009924		ASTEI20_033349, ASTEI20_033857, ASTEI20_043843		
N7.HOG0000175	OG0000020	n50						AMIN007524, AMIN008655, AMIN008393		ASTEI20_038201		
N7.HOG0000176	OG0000021	n4				AFUN2_013453		AMIN015466		ASTEI20_031602		
N7.HOG0000177	OG0000021	n10				AFUN2_010217		AMIN015467		ASTEI20_042507		
N7.HOG0000178	OG0000021	n20				AFUN2_001683		AMIN015464		ASTEI20_033844		
N7.HOG0000179	OG0000021	n32				AFUN2_001836		AMIN015465		ASTEI20_036164		
N7.HOG0000180	OG0000021	n43				AFUN2_011639				ASTEI20_042388		
N7.HOG0000181	OG0000021	n49				AFUN2_002771				ASTEI20_042454		
N7.HOG0000182	OG0000021	n56				AFUN2_007302		AMIN015484		ASTEI20_044345		
N7.HOG0000183	OG0000021	n67				AFUN2_014571		AMIN015482		ASTEI20_032692		
N7.HOG0000184	OG0000021	n70						AMIN015483				
N7.HOG0000185	OG0000021	n73				AFUN2_010167				ASTEI20_040880		
N7.HOG0000186	OG0000022	n6								ASTEI20_044612, ASTEI20_045722		
N7.HOG0000187	OG0000022	n9				AFUN2_003020		AMIN001285				
N7.HOG0000188	OG0000022	n15				AFUN2_009564, AFUN2_014204, AFUN2_008458, AFUN2_006596		AMIN001286, AMIN008873, AMIN003189				
N7.HOG0000189	OG0000022	n44				AFUN2_002978						
N7.HOG0000190	OG0000023	n2				AFUN2_002757		AMIN008079		ASTEI20_036442		
N7.HOG0000191	OG0000023	n16						AMIN002713		ASTEI20_033419		
N7.HOG0000192	OG0000023	n18						AMIN003921				
N7.HOG0000193	OG0000023	n26				AFUN2_012787, AFUN2_013813				ASTEI20_039293		
N7.HOG0000194	OG0000023	n28				AFUN2_005728				ASTEI20_044320		
N7.HOG0000195	OG0000023	n29				AFUN2_001616				ASTEI20_035887		
N7.HOG0000196	OG0000023	n30						AMIN002718				
N7.HOG0000197	OG0000023	n40						AMIN007647		ASTEI20_034207		
N7.HOG0000198	OG0000023	n41						AMIN007646		ASTEI20_038660		
N7.HOG0000199	OG0000023	n58								ASTEI20_042495		
N7.HOG0000200	OG0000023	n60						AMIN007806		ASTEI20_035807		
N7.HOG0000201	OG0000024	n6				AFUN2_008754		AMIN007573		ASTEI20_036317		
N7.HOG0000202	OG0000024	n18				AFUN2_004514		AMIN007572		ASTEI20_030796		
N7.HOG0000203	OG0000024	n31				AFUN2_001856		AMIN011339		ASTEI20_042294		
N7.HOG0000204	OG0000024	n41				AFUN2_009727				ASTEI20_032042		
N7.HOG0000205	OG0000024	n44								ASTEI20_038906		
N7.HOG0000206	OG0000024	n59				AFUN2_006932				ASTEI20_045971		
N7.HOG0000207	OG0000024	n62				AFUN2_001526						
N7.HOG0000208	OG0000024	n63				AFUN2_012131				ASTEI20_035495		
N7.HOG0000209	OG0000025	n1								ASTEI20_039096		
N7.HOG0000210	OG0000025	n5				AFUN2_014130						
N7.HOG0000211	OG0000025	n22				AFUN2_011412, AFUN2_009073, AFUN2_014057, AFUN2_001155				ASTEI20_036374, ASTEI20_044660		
N7.HOG0000212	OG0000026	n8				AFUN2_007391		AMIN015477		ASTEI20_034431		
N7.HOG0000213	OG0000026	n14						AMIN015478		ASTEI20_045957		
N7.HOG0000214	OG0000026	n22						AMIN015473				
N7.HOG0000215	OG0000026	n24						AMIN015476				
N7.HOG0000216	OG0000026	n35						AMIN015474		ASTEI20_037139		
N7.HOG0000217	OG0000026	n39				AFUN2_005277				ASTEI20_030979		
N7.HOG0000218	OG0000026	n41				AFUN2_003253, AFUN2_004905		AMIN015475		ASTEI20_036805		
N7.HOG0000219	OG0000026	n52				AFUN2_006722		AMIN015479		ASTEI20_033037		
N7.HOG0000220	OG0000026	n65				AFUN2_005978		AMIN015731		ASTEI20_038151		
N7.HOG0000221	OG0000027	n7				AFUN2_012022				ASTEI20_032352		
N7.HOG0000222	OG0000027	n30				AFUN2_002065		AMIN006557		ASTEI20_038580		
N7.HOG0000223	OG0000027	n33				AFUN2_004791		AMIN006558		ASTEI20_036720		
N7.HOG0000224	OG0000028	n5				AFUN2_013164						
N7.HOG0000225	OG0000028	n25				AFUN2_001898						
N7.HOG0000226	OG0000028	n26				AFUN2_002786, AFUN2_014271						
N7.HOG0000227	OG0000028	n27				AFUN2_006996						
N7.HOG0000228	OG0000028	n33				AFUN2_010476, AFUN2_002523		AMIN009876				
N7.HOG0000229	OG0000028	n56				AFUN2_012132, AFUN2_006865, AFUN2_005132, AFUN2_002353						
N7.HOG0000230	OG0000028	n60				AFUN2_001256, AFUN2_004185, AFUN2_006876						
N7.HOG0000231	OG0000028	n63				AFUN2_003118, AFUN2_003598						
N7.HOG0000232	OG0000028	n66				AFUN2_008286, AFUN2_011015				ASTEI20_031230		
N7.HOG0000233	OG0000028	n72				AFUN2_003325						
N7.HOG0000234	OG0000030	n5						AMIN006996, AMIN006995				
N7.HOG0000235	OG0000030	n11						AMIN006765				
N7.HOG0000236	OG0000030	n25				AFUN2_012733		AMIN007001				
N7.HOG0000237	OG0000030	n29				AFUN2_007213, AFUN2_001848						
N7.HOG0000238	OG0000030	n31						AMIN006992				
N7.HOG0000239	OG0000030	n33				AFUN2_011448, AFUN2_005957, AFUN2_010339, AFUN2_010744, AFUN2_005913, AFUN2_012561, AFUN2_001536, AFUN2_011617, AFUN2_011391, AFUN2_001923, AFUN2_011066, AFUN2_014328, AFUN2_006386, AFUN2_012770		AMIN002000, AMIN006991, AMIN007005, AMIN007004				
N7.HOG0000240	OG0000030	n51				AFUN2_005352						
N7.HOG0000241	OG0000030	n57						AMIN006994				
N7.HOG0000242	OG0000031	n1								ASTEI20_045661, ASTEI20_042458, ASTEI20_045950, ASTEI20_040834, ASTEI20_042405, ASTEI20_031598		
N7.HOG0000243	OG0000031	n7				AFUN2_011697						
N7.HOG0000244	OG0000031	n19				AFUN2_011049, AFUN2_008201, AFUN2_008391, AFUN2_011664						
N7.HOG0000245	OG0000031	n61						AMIN005862, AMIN007507				
N7.HOG0000246	OG0000031	n65						AMIN006442, AMIN004950				
N7.HOG0000247	OG0000031	n69				AFUN2_002494						
N7.HOG0000248	OG0000031	n71				AFUN2_002498						
N7.HOG0000249	OG0000032	n3				AFUN2_000937						
N7.HOG0000250	OG0000032	n13								ASTEI20_034628, ASTEI20_041396		
N7.HOG0000251	OG0000032	n21								ASTEI20_045092		
N7.HOG0000252	OG0000032	n27				AFUN2_010173				ASTEI20_031606		
N7.HOG0000253	OG0000032	n33				AFUN2_002261						
N7.HOG0000254	OG0000032	n58								ASTEI20_041238		
N7.HOG0000255	OG0000032	n66								ASTEI20_037767		
N7.HOG0000256	OG0000032	n69				AFUN2_003899, AFUN2_006152						
N7.HOG0000257	OG0000032	n70				AFUN2_003826						
N7.HOG0000258	OG0000033	n3						AMIN015509				
N7.HOG0000259	OG0000033	n9				AFUN2_014039		AMIN000381		ASTEI20_045015		
N7.HOG0000260	OG0000033	n17				AFUN2_008608				ASTEI20_034999		
N7.HOG0000261	OG0000033	n26				AFUN2_002394				ASTEI20_036373		
N7.HOG0000262	OG0000033	n42				AFUN2_008977		AMIN014039		ASTEI20_031788		
N7.HOG0000263	OG0000033	n46				AFUN2_005452, AFUN2_008949, AFUN2_011104						
N7.HOG0000264	OG0000033	n53				AFUN2_007576				ASTEI20_044530, ASTEI20_042735		
N7.HOG0000265	OG0000034	n5						AMIN015565		ASTEI20_043226		
N7.HOG0000266	OG0000034	n13				AFUN2_000777		AMIN000196		ASTEI20_042786		
N7.HOG0000267	OG0000034	n16				AFUN2_002152		AMIN010809		ASTEI20_045819		
N7.HOG0000268	OG0000034	n20						AMIN015563		ASTEI20_042959		
N7.HOG0000269	OG0000034	n24				AFUN2_005553				ASTEI20_041011		
N7.HOG0000270	OG0000034	n27						AMIN015564				
N7.HOG0000271	OG0000034	n29						AMIN015562				
N7.HOG0000272	OG0000034	n32				AFUN2_004371		AMIN015508		ASTEI20_037589		
N7.HOG0000273	OG0000034	n39				AFUN2_010024		AMIN004938		ASTEI20_032776		
N7.HOG0000274	OG0000034	n45				AFUN2_014222		AMIN010991		ASTEI20_040625		
N7.HOG0000275	OG0000035	n8				AFUN2_006151				ASTEI20_034591		
N7.HOG0000276	OG0000035	n12				AFUN2_012246, AFUN2_011399						
N7.HOG0000277	OG0000035	n17				AFUN2_012567, AFUN2_008339						
N7.HOG0000278	OG0000035	n19						AMIN007272				
N7.HOG0000279	OG0000035	n25								ASTEI20_038434, ASTEI20_044858		
N7.HOG0000280	OG0000035	n30				AFUN2_002432, AFUN2_003652						
N7.HOG0000281	OG0000035	n32				AFUN2_013041, AFUN2_005479				ASTEI20_040523, ASTEI20_035326, ASTEI20_036996, ASTEI20_033591, ASTEI20_034577, ASTEI20_044193, ASTEI20_030889, ASTEI20_040393, ASTEI20_037776, ASTEI20_045503, ASTEI20_045781		
N7.HOG0000282	OG0000035	n44				AFUN2_014196, AFUN2_002672, AFUN2_009607, AFUN2_009222		AMIN010812, AMIN015498, AMIN010811, AMIN010810, AMIN015472, AMIN010814		ASTEI20_042171		
N7.HOG0000283	OG0000035	n60				AFUN2_006146		AMIN010135		ASTEI20_041634		
N7.HOG0000284	OG0000035	n64				AFUN2_006683		AMIN007574		ASTEI20_035874		
N7.HOG0000285	OG0000037	n8				AFUN2_013181		AMIN002827		ASTEI20_038052, ASTEI20_032497		
N7.HOG0000286	OG0000037	n18						AMIN006508, AMIN006509		ASTEI20_031459		
N7.HOG0000287	OG0000037	n23						AMIN003922				
N7.HOG0000288	OG0000037	n25						AMIN008939, AMIN009372, AMIN008941, AMIN008940, AMIN009373, AMIN008942		ASTEI20_042647		
N7.HOG0000289	OG0000037	n34						AMIN003923, AMIN003925, AMIN003924, AMIN000003				
N7.HOG0000290	OG0000037	n45								ASTEI20_041766		
N7.HOG0000291	OG0000037	n46								ASTEI20_039477		
N7.HOG0000292	OG0000037	n54								ASTEI20_034438		
N7.HOG0000293	OG0000037	n57						AMIN004541		ASTEI20_044399		
N7.HOG0000294	OG0000037	n59						AMIN004540				
N7.HOG0000295	OG0000037	n60								ASTEI20_045557		
N7.HOG0000296	OG0000037	n61						AMIN004539				
N7.HOG0000297	OG0000037	n63								ASTEI20_042942		
N7.HOG0000298	OG0000038	n40								ASTEI20_034060, ASTEI20_031917, ASTEI20_036981, ASTEI20_043988, ASTEI20_040884		
N7.HOG0000299	OG0000038	n57				AFUN2_013078				ASTEI20_038945		
N7.HOG0000300	OG0000038	n62								ASTEI20_036390		
